sample_index,sparse_factor,method,psnr,ssim,checkpoint
75,2,redcnn,23.960142135620117,0.7791702747344971,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
76,2,redcnn,27.980491638183594,0.8116975426673889,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
77,2,redcnn,23.909500122070312,0.7917881011962891,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
78,2,redcnn,23.909379959106445,0.7933069467544556,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
79,2,redcnn,24.109365463256836,0.7614803910255432,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
80,2,redcnn,26.137409210205078,0.8057327270507812,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
81,2,redcnn,25.9530029296875,0.8315937519073486,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
82,2,redcnn,24.257144927978516,0.8119630217552185,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
83,2,redcnn,24.237329483032227,0.7852698564529419,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
84,2,redcnn,24.314777374267578,0.8116225004196167,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
85,2,redcnn,24.145313262939453,0.8078875541687012,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
86,2,redcnn,24.31381607055664,0.8121997117996216,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
87,2,redcnn,26.257770538330078,0.7961535453796387,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
88,2,redcnn,26.0687255859375,0.8035211563110352,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
89,2,redcnn,25.455720901489258,0.7938787937164307,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
90,2,redcnn,24.333646774291992,0.7668181657791138,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
91,2,redcnn,25.534740447998047,0.8167064189910889,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
92,2,redcnn,25.911022186279297,0.831274688243866,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
93,2,redcnn,23.971466064453125,0.7671069502830505,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
94,2,redcnn,25.93183135986328,0.8001209497451782,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
95,2,redcnn,24.648035049438477,0.7695252299308777,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
96,2,redcnn,24.072052001953125,0.7921066284179688,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
97,2,redcnn,26.113224029541016,0.8003242015838623,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
98,2,redcnn,24.325199127197266,0.811764121055603,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
99,2,redcnn,23.77857208251953,0.7911942005157471,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
100,2,redcnn,24.16034698486328,0.8179747462272644,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
